"","psa_coverage","psa_HF","psa_aboce_HF","psa_UC","psa_PIN","psa_fertility_LIC","psa_fertility_LMIC"
"1",0.00964950199471823,53.8281329576661,17.8515096745053,1.04730695279514,1.02616018543623,0.929181874559768,1.04960461946055
"2",0.0390605241498555,44.6490702095082,14.8833570351809,0.975363445386469,0.931636781812314,0.958007511019825,0.908240737471682
"3",0.088244379441463,55.0073617895591,17.2317857917959,0.95366664261939,1.03684909297443,1.00466435522819,0.990066772167762
"4",-0.113445292085842,47.4809518739333,21.9899366157746,1.18606592890449,0.931744981718694,1.00240631022039,0.912918638677184
"5",0.0477157718368851,55.3216443288166,23.8165341838845,0.843592602140967,1.03534285565805,0.929999622907857,1.11784771153275
"6",-0.00302235192794992,61.9523830012883,18.9922371996701,0.995471759339346,0.999679819680227,1.08806175214619,0.986393106123874
"7",-0.0869358897324373,61.9797627251972,19.4567297357907,1.18857948949243,1.03039010964316,1.10602033386903,0.979452674623936
"8",0.0714669747293066,56.5098810182105,17.044759157123,0.873544859641716,1.01541400756346,1.00824736733068,0.850323794093906
"9",-0.000510409840827453,69.1310028223162,24.5469510371533,1.11953385210984,0.939016003294357,0.968335867257064,0.998775486592165
"10",0.0688069049094571,35.998539573348,15.9497956877546,1.09229326744878,1.04694951656273,0.984743461818744,1.03703303347902
"11",0.0202500755229399,50.6088831102734,18.6332419569772,0.974946545499475,1.0148189066348,1.10145621771107,1.04629781074165
"12",-0.0457629493408891,41.2778457310868,20.0066439094028,1.15476021889393,1.01653972345471,1.0459784854011,1.00792766611093
"13",-0.108817011852637,56.9068941075616,16.2457625652727,1.18763837663294,1.00303893898124,0.940741043252382,0.9241151341554
"14",0.00250994503607652,51.0912152584936,23.1982198573047,1.09893344969734,1.05454189248116,0.989161767922122,1.07618301077652
"15",0.0596152927585599,49.7641499267197,12.8525887373706,1.18029504557939,0.98843440315592,1.05266611647983,0.953340043906078
"16",-0.00073304854984077,41.8781247682397,15.2461659192895,1.0469723801042,0.963471971749312,0.988276752905277,0.954037290787456
"17",-0.060264876030007,49.0446831530567,20.5304968685368,1.14052687148335,1.00477183823927,0.980865634944732,1.05940964224796
"18",0.0762531374374019,53.7381768389879,10.7318613936951,0.892744402778715,1.06956059412429,1.06831592356112,1.022125628713
"19",-0.00971338576733985,67.449573946061,16.1634664633375,0.980364525577538,0.999315073066248,1.02628728107053,1.14157163261056
"20",0.0390144430930789,60.4658001564323,15.2597560489718,0.984004448979101,1.01809719747249,1.00357851947221,1.06062942652237
"21",0.0719909433299689,49.4761424593154,14.0899043829784,0.947260126537504,1.0208031792598,0.973841486018295,0.942517134868607
"22",-0.0339835006212181,52.2284075350396,17.1245648523447,0.956539525978953,1.06093840677599,1.0335709782664,1.09035718489569
"23",0.0973560068675345,41.5221330239756,15.8955254961734,1.17346136679115,1.05663276181982,0.962978728684222,0.945315046377842
"24",-0.0115006480723289,51.5317891784503,12.3710773192455,0.985025317346327,1.01244481503938,1.0148408214633,1.08189984654811
"25",-0.0240293659036019,42.1861293943613,15.3753564056526,1.0189163757482,0.999319923811204,1.09615852973518,1.01848523044492
"26",-0.0124660049383444,46.9946245660106,16.8095823094442,1.00249403740455,0.963841678362001,0.914294076247499,0.850728750968055
"27",-0.0320726696854834,35.920346013931,16.9905841028665,1.02406199589468,0.992922040481189,1.00219060710676,0.907848471190001
"28",-0.0934836081348094,67.4961767558044,17.3821039131132,1.11238691819327,0.978695596313315,0.965170985270948,0.953144476099616
"29",-0.0349485862135843,64.3157398879389,13.3954799924969,1.17757167069613,0.981341397936578,1.00268448490799,1.00166275832823
"30",0.0558018128171571,45.0783563090282,14.8092847196988,0.967126777612832,1.01419340284934,1.01615539861748,0.931773962500765
"31",0.0349907674963335,72.9090938004606,14.1598880547964,1.22960312392522,0.999044404476436,1.03308989845878,0.948947249569266
"32",0.115948895800287,46.9513770270259,23.2573971503509,0.806224760461334,1.08876600383096,1.00765916567111,1.06674114257762
"33",-0.0928863388925783,62.2682133243066,18.24445494371,1.00709687555519,0.995186015215311,0.930979818511335,0.829729891301172
"34",0.142084353418503,62.4979700733365,9.60024332648309,0.911897247071399,0.984902242796921,0.969364199273063,0.990394724252718
